"ID","Timestamp","Consent","Age_18_Plus","Q1_Music_Listen","Q2_Freq_Complex","Q2_Freq_Simple","Q3_Text_Categories","Q4_Complex_Type","Q4_Simple_Type","Q4_Other_Type","Q5_Other_Music_Type","Q5_Text_Categories","Q6_Complex_Reason","Q6_Simple_Reason","Q7_Other_Reasons","Q7_Text_Categories","Q8_Complex_Avoidance","Q8_Simple_Avoidance","Q9_Other_Avoidance_Reasons","Q9_Text_Categories","Q10_Complex_Effect","Q10_Simple_Effect","Q11_Other_Effects","Q11_Text_Categories","Q12_Talkative","Q13_Reserved","Q14_Energetic","Q15_Enthusiastic","Q16_Quiet","Q17_Assertive","Q18_Shy","Q19_Sociable","Age","Gender","Q6_Other_Reason","Extraversion_Score","Personality_Type","Age_Bracket","Q4_Complex_Type_Vocal","Q4_Complex_Type_Instrumental","Q4_Complex_Type_Upbeat","Q4_Complex_Type_Calming","Q4_Complex_Type_Not_Applicable","Q4_Complex_Type_Other","Q4_Simple_Type_Vocal","Q4_Simple_Type_Instrumental","Q4_Simple_Type_Upbeat","Q4_Simple_Type_Calming","Q4_Simple_Type_Not_Applicable","Q4_Simple_Type_Other","Q4_Other_Type_Vocal","Q4_Other_Type_Instrumental","Q4_Other_Type_Upbeat","Q4_Other_Type_Calming","Q4_Other_Type_Not_Applicable","Q4_Other_Type_Other","Q6_Complex_Reason_Noise","Q6_Complex_Reason_Concentrate","Q6_Complex_Reason_Mood","Q6_Complex_Reason_Not_Applicable","Q6_Simple_Reason_Noise","Q6_Simple_Reason_Concentrate","Q6_Simple_Reason_Mood","Q6_Simple_Reason_Not_Applicable","Q8_Complex_Distracts","Q8_Complex_Anxious","Q8_Complex_No_Avoid","Q8_Simple_Distracts","Q8_Simple_Anxious","Q8_Simple_No_Avoid","Q10_Complex_Alert","Q10_Complex_Tired","Q10_Complex_Neutral","Q10_Simple_Alert","Q10_Simple_Tired","Q10_Simple_Neutral","Vocal_Complex","Vocal_Simple","Upbeat_Complex","Upbeat_Simple","NonVocal_Calming_Complex","Ranks"
36,"28/10/2024 22:39:19","I agree to participate",NA,1,4,5,"Leisure & Relaxation","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Instrumental, Calming","worth noting that the music being upbeat/vocal or not is more dependent on mood rather than activity","NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","not to mask other noise, but to serve as white noise itself.","Distraction & Avoiding Silence","I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect","Sustained mood/ emotion. playing a happy upbeat album will keep me happy, a slow, soft album keep me relaxed, etc.","Positive Effects: Mood Enhancement",1,2,1,3,2,4,2,1,27,"Male",NA,2,"Introvert",5,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,94.5
37,"28/10/2024 22:45:24","I agree to participate",NA,1,4,4,"Household Chores","Vocal, Instrumental, Not applicable","Not applicable","Not applicable","It totally depends on my mood at that time. Sometimes I like music, sometimes I like a podcast.","Podcasts/Audiobooks/Spoken Word","To set me into the right mood","To help me concentrate on task","To keep me entertained during boring or repetitive tasks.","Boredom & Stimulation","Music distracts me from the task","I do not avoid","Generally when I need to focus without distraction","Distraction (General)","It keeps me stay alerted on task","It keeps me stay alerted on task","It makes the tasks pleasurable to do","Positive Effects: Task Enjoyment",4,3,1,3,2,4,2,4,46,"Non-binary",NA,2.875,"Extrovert",3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,94.5
38,"28/10/2024 22:47:20","I agree to participate",NA,1,4,4,"Social & Group Activities","Instrumental, Calming","Vocal, Upbeat","Instrumental, Calming",NA,"NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid","I sometimes need listening breaks (sensory overload)","Overstimulation & Sensory Overload","It keeps me stay alerted on task","It keeps me stay alerted on task","It affects me negatively if I know the songs too well.","Negative Effects: Distraction",3,3,4,4,4,4,2,2,28,"Agender/Non-Gendered",NA,3.25,"Extrovert",5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2,94.5
39,"28/10/2024 22:53:23","I agree to participate",NA,1,4,4,"Exercise & Physical Activity","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Upbeat, Calming","N/A","NA","To mask other background noise","To set me into the right mood","N/A",NA,"Music makes me anxious","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It has neutral effect","N/A",NA,3,3,2,3,2,3,2,2,22,"Female",NA,2.5,"Introvert",6,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,94.5
40,"28/10/2024 22:53:23","I agree to participate",NA,1,3,5,"Exercise & Physical Activity","Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal",NA,"NA","To mask other background noise","To set me into the right mood",NA,NA,"Music distracts me from the task","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It makes me tired","For leisure it does not nessicarily make me tired but rather it gets repetetive and I might need a break.","Situational Effects: Leisure vs. Work",3,1,3,4,3,3,1,2,18,NA,NA,2.5,"Introvert",6,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,2,46.5
41,"28/10/2024 23:15:40","I agree to participate",NA,1,3,4,"NA","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Not applicable","N/A","NA","To mask other background noise, To help me concentrate on task","To mask other background noise, To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/A",NA,1,2,2,3,2,2,2,2,43,"Genderfluid",NA,2,"Introvert",4,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,46.5
42,"28/10/2024 23:26:23","I agree to participate",NA,1,3,5,"Exercise & Physical Activity","Other","Other","Upbeat","As a writer and musician, I listen to music that evokes an emotional response (or that is simply a catchy song to me). This encompasses music of many genres and can be calming, instrumental, sad, upbeat, cinematic, etc.","Classical/Film Scores","To help me concentrate on task","To help me concentrate on task, To set me into the right mood","For creative writing specifically, music helps with the creative flow. I could probably still write without music but it makes it more enjoyable. I don't know my how writing would be impacted if I didn't listen to music.","Creativity & Inspiration","Music distracts me from the task","Music distracts me from the task","In some instances, music can distract me from the task. For example, I do not read and listen to music at the same time. On the other hand, I always listen to music when I write or drive.","Distraction (General)","It keeps me stay alerted on task","It keeps me stay alerted on task","It keeps my brain engaged and ""happy"" to keep performing said task. I have a very strong connection between the emotional and music-processing parts of my brain.","Positive Effects: Motivation & Engagement",3,2,3,2,2,5,4,2,18,"Agender/Non-Gendered",NA,2.875,"Extrovert",6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,46.5
44,"28/10/2024 23:50:30","I agree to participate",NA,1,3,3,"NA","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Not applicable","N/A","NA","To mask other background noise, To help me concentrate on task","To mask other background noise, To help me concentrate on task","To help me regulate emotionally.","Emotional Regulation & Mental Health","I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/A",NA,3,2,3,2,3,4,2,1,20,"Agender/Non-Gendered",NA,2.5,"Introvert",6,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,46.5
45,"28/10/2024 23:53:55","I agree to participate",NA,1,3,4,"Commute & Traveling","Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming","Not applicable","n/a","NA","To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood","n/a",NA,"Music distracts me from the task","I do not avoid","n/a",NA,"It keeps me stay alerted on task","It has neutral effect","n/a",NA,3,2,4,4,3,3,2,2,23,"Non-binary",NA,2.875,"Extrovert",6,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,2,46.5
46,"28/10/2024 23:57:04","I agree to participate",NA,1,3,3,"NA","Instrumental, Calming","Vocal","Vocal, Instrumental, Upbeat, Calming","Lofi and rap","Ambient/Lo-Fi/Environmental Sounds","To mask other background noise","To mask other background noise","it provides a sense of harmonic noise if that makes sense.","Distraction & Avoiding Silence","I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect","N/A",NA,2,2,3,2,3,4,2,1,18,"Male",NA,2.375,"Introvert",6,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,46.5
47,"29/10/2024 00:03:49","I agree to participate",NA,1,4,4,"Hobbies & Creative Tasks","Upbeat","Upbeat","Other",NA,"NA","To set me into the right mood","To set me into the right mood","Inspire","Creativity & Inspiration","I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,5,5,5,4,4,4,4,4,60,"Female",NA,4.375,"Extrovert",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,94.5
48,"29/10/2024 00:07:40","I agree to participate",NA,1,5,4,"Household Chores","Vocal, Instrumental","Vocal","Vocal",NA,"NA","To mask other background noise, To help me concentrate on task","To mask other background noise, To help me concentrate on task","To distract me from my thoughts","Distraction & Avoiding Silence","I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It has neutral effect","It may distract me over a longer period of time","Negative Effects: Distraction",1,1,1,1,1,1,1,1,18,"Genderfluid",NA,1,"Introvert",6,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,143
49,"29/10/2024 00:08:36","I agree to participate",NA,1,3,5,"NA","Vocal, Instrumental, Upbeat, Calming","Vocal, Upbeat","Instrumental, Calming","N/A","NA","To help me concentrate on task, To set me into the right mood","To set me into the right mood","Just because I love music in general and it helps me calm down.","Sleep & Relaxation","I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect","It also just keeps me in a good mood in general :)","Positive Effects: Mood Enhancement",3,4,4,4,4,4,4,3,18,"Female",NA,3.75,"Extrovert",6,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,46.5
50,"29/10/2024 00:21:15","I agree to participate",NA,1,1,4,"NA","Not applicable","Vocal, Instrumental, Upbeat, Calming","Not applicable","N/A","NA","Not applicable","To set me into the right mood","N/A",NA,"Music distracts me from the task","I do not avoid","My work largely consists of phone calls, so listening to music is impractical.","Work-Related Focus & Practicality","It has neutral effect","It has neutral effect",NA,NA,2,1,1,1,1,2,1,1,34,"Agender/Non-Gendered",NA,1.25,"Introvert",5,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,6.5
51,"29/10/2024 00:30:20","I agree to participate",NA,1,4,4,"Exercise & Physical Activity","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Not applicable","N/A","NA","To help me concentrate on task, To set me into the right mood","To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It makes me tired","Inspires me to make music","Positive Effects: Motivation & Engagement",3,4,3,4,4,3,4,4,32,"Male",NA,3.625,"Extrovert",5,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,2,94.5
52,"29/10/2024 00:37:48","I agree to participate",NA,1,3,3,"NA","Instrumental, Other","Vocal, Upbeat","Vocal, Upbeat","For ""Other"" I would say the music is repetitive lofi type of music that I find helpful when working, not particularly upbeat or calming","Ambient/Lo-Fi/Environmental Sounds","To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood",NA,NA,"Music distracts me from the task","Music distracts me from the task",NA,NA,"It keeps me stay alerted on task","It has neutral effect",NA,NA,2,3,2,2,2,3,2,3,35,"Female",NA,2.375,"Introvert",5,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,46.5
53,"29/10/2024 00:40:23","I agree to participate",NA,1,4,2,"Household Chores","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming",NA,"NA","To mask other background noise","To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It has neutral effect",NA,NA,2,2,1,1,1,1,2,1,49,"Non-binary",NA,1.375,"Introvert",3,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,2,94.5
54,"29/10/2024 00:53:16","I agree to participate",NA,1,4,4,"Leisure & Relaxation","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Upbeat, Other","Vocal, Upbeat, Other","Podcasts/documentaries, something with consistent talking.","Podcasts/Audiobooks/Spoken Word","To help me concentrate on task","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,1,2,1,2,2,2,2,2,32,"Female",NA,1.75,"Introvert",5,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,94.5
55,"29/10/2024 00:58:55","I agree to participate",NA,1,5,4,"Work or Study-Related Activities","Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming","Calming","N/A","NA","To help me concentrate on task, To set me into the right mood","To set me into the right mood","Stress relief","Emotional Regulation & Mental Health","I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It has neutral effect","It calms me and makes me happy","Positive Effects: Mood Enhancement",5,5,2,5,5,2,3,5,54,"Male",NA,4,"Extrovert",3,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,2,143
56,"29/10/2024 01:07:07","I agree to participate",NA,1,1,4,"NA","Not applicable","Vocal, Instrumental, Upbeat","Vocal, Upbeat","N/A","NA","Not applicable","To mask other background noise, To set me into the right mood","I'd say background music is a demanding thing for attention, so I tend to have it on mostly during commuting for distraction purposes. It has energising effects sometimes too depending on the type of music and why I'm listening to it. It tends to stimulate the mind too so I end up thinking much more abstractly once more to avoid boredom.","Distraction & Avoiding Silence","Music distracts me from the task","I do not avoid","N/A",NA,"It makes me tired","It makes me tired","N/A",NA,5,4,5,5,4,3,3,4,18,"Non-binary",NA,4.125,"Extrovert",6,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,6.5
57,"29/10/2024 01:19:06","I agree to participate",NA,1,3,4,"Hobbies & Creative Tasks","Calming","Vocal, Instrumental, Upbeat, Calming","Not applicable",NA,"NA","To set me into the right mood","To set me into the right mood",NA,NA,"Music distracts me from the task, I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It has neutral effect",NA,NA,2,2,1,1,2,3,2,2,33,"Male",NA,1.875,"Introvert",5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,46.5
58,"29/10/2024 01:19:55","I agree to participate",NA,1,4,5,"Social & Group Activities","Instrumental, Calming","Vocal, Upbeat","Instrumental, Calming, Other","Do podcasts count? I listen to a lot of audio dramas when creating and crafting with my hands. I cannot mix dual linguistic tasks.","Podcasts/Audiobooks/Spoken Word","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","To simulate other parts of my consciousness","Music Exploration & Analysis","I do not avoid","I do not avoid","I can't listen to words when writing it must be non lyrical and vice versa.","Distraction (Lyrics/Vocals)","It keeps me stay alerted on task","It keeps me stay alerted on task","It can change and alter my mood. But usually I play music to match rather than consciously alter my mood. Helps break AuDHD paralysis","Situational Effects: Mood & Situation Dependent",5,1,5,4,3,4,4,4,29,"Genderfluid",NA,3.75,"Extrovert",5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,2,94.5
59,"29/10/2024 01:28:09","I agree to participate",NA,1,4,5,"Miscellaneous","Upbeat","Instrumental, Upbeat, Calming","Upbeat",NA,"NA","To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood",NA,NA,"Music distracts me from the task","I do not avoid","In a really bad mood","Mood-Related Reasons","It has neutral effect","It has neutral effect",NA,NA,4,2,3,4,3,5,4,4,54,"Male",NA,3.625,"Extrovert",3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,94.5
60,"29/10/2024 01:30:22","I agree to participate",NA,1,5,5,"Household Chores","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","I often listen to music I can dance to. I'll often listen to aggressive phonk while having a panic attack in public.","Rap/Hip-Hop","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","I have schizophrenia and generalized anxiety disorder, and I usually have something playing to try to distract myself and keep me calm","Emotional Regulation & Mental Health","I do not avoid","I do not avoid","only if I have a migraine and my environment is quite","Mood-Related Reasons","It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,1,2,2,2,1,1,2,1,28,"Agender/Non-Gendered",NA,1.5,"Introvert",5,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,143
61,"29/10/2024 01:32:08","I agree to participate",NA,1,1,4,"NA","Not applicable","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","N/A","NA","Not applicable","To set me into the right mood","For enjoyment, to stimulate an unused sense, distraction","Enjoyment & Pleasure","Music distracts me from the task","I do not avoid","N/A",NA,NA,"It has neutral effect","N/A",NA,3,3,3,3,3,3,3,3,35,"Agender/Non-Gendered",NA,3,"Extrovert",5,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,0,0,1,0,1,0,1,0,6.5
62,"29/10/2024 01:35:19","I agree to participate",NA,1,4,4,"Exercise & Physical Activity","Vocal, Instrumental","Vocal, Instrumental","Not applicable","N/A","NA","To help me concentrate on task","To help me concentrate on task","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/A",NA,1,1,3,4,1,1,1,1,44,"Male",NA,1.625,"Introvert",4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,94.5
63,"29/10/2024 01:37:13","I agree to participate",NA,1,2,4,"Household Chores","Other","Vocal, Instrumental, Upbeat, Calming","Upbeat","Focus, Lo-Fi","Ambient/Lo-Fi/Environmental Sounds","To mask other background noise, To help me concentrate on task","To set me into the right mood",NA,NA,"Music distracts me from the task","Music distracts me from the task","I like silence / nature’s sound, it’s relaxing","Preference for Silence or Nature","It makes me tired","It has neutral effect","Concentration eventually diminishes","Task-Specific Effects: Focus & Concentration",3,3,3,3,2,3,2,3,53,"Female",NA,2.75,"Extrovert",3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,22
64,"29/10/2024 01:40:03","I agree to participate",NA,1,2,4,"NA","Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Upbeat","N/A","NA","To set me into the right mood","To set me into the right mood","Multitasking during chores (either entertainment listening or singing along for vocal practice).","Social or External Reasons","Music distracts me from the task","Music distracts me from the task","N/A",NA,"It has neutral effect","It has neutral effect","Sometimes it can be calming, other times it can be distracting.","Situational Effects: Mood & Situation Dependent",2,2,1,1,1,1,2,1,24,"Questioning",NA,1.375,"Introvert",6,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2,22
65,"29/10/2024 01:42:38","I agree to participate",NA,1,1,4,"NA","Instrumental","Vocal, Instrumental, Upbeat","Not applicable","N/a","NA","Not applicable","To set me into the right mood","For pleasure","Enjoyment & Pleasure","Music distracts me from the task","I do not avoid","N/a",NA,"It makes me tired","It has neutral effect","It stresses me out (work)","Negative Effects: Mood-Related Negatives",1,1,1,4,2,3,2,4,28,"Female",NA,2.25,"Introvert",5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,6.5
66,"29/10/2024 01:47:14","I agree to participate",NA,1,5,4,"Social & Group Activities","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Not applicable",NA,"NA","To help me concentrate on task","To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,3,3,1,2,2,4,5,2,23,"Non-binary",NA,2.75,"Extrovert",6,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,2,143
67,"29/10/2024 01:53:43","I agree to participate",NA,1,3,4,"Household Chores","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat","Vocal, Upbeat","n/a","NA","To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","Making tasks more tolerable","Boredom & Stimulation","Music distracts me from the task, I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It has neutral effect","makes it to by faster","Task-Specific Effects: Task Speed & Efficiency",1,1,2,1,2,1,1,2,21,"Non-binary",NA,1.375,"Introvert",6,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,46.5
68,"29/10/2024 01:58:48","I agree to participate",NA,1,5,4,"Social & Group Activities","Instrumental","Vocal, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming",NA,"NA","To mask other background noise, To help me concentrate on task","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,5,5,3,5,5,4,5,5,30,"Non-binary",NA,4.625,"Extrovert",5,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,143
69,"29/10/2024 02:02:11","I agree to participate",NA,1,2,5,"NA","Instrumental","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Upbeat","Could be considered upbeat I guess but hard rock, fuel music when working out","Metal & Related Genres","To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood",NA,NA,"Music distracts me from the task","I do not avoid",NA,NA,"It makes me tired","It has neutral effect","It makes me happy, boosts my mood. Nostalgia music therapy really works!",NA,1,2,3,2,2,3,2,4,36,"Male",NA,2.375,"Introvert",4,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,22
70,"29/10/2024 02:02:32","I agree to participate",NA,1,4,4,"Hobbies & Creative Tasks","Vocal, Instrumental, Calming","Vocal, Instrumental, Calming","Other",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood",NA,NA,"Music distracts me from the task","I do not avoid","I'm a professional orchestral musician and cannot listen to classical music while I work at a desk (emails) because it is too distracting","Distraction (General)","It has neutral effect","It keeps me stay alerted on task",NA,NA,3,2,4,4,2,2,2,2,25,"Non-binary",NA,2.625,"Extrovert",6,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,94.5
71,"29/10/2024 02:25:16","I agree to participate",NA,1,4,5,"NA","Vocal, Instrumental, Calming, Other","Vocal, Instrumental, Upbeat, Other","Vocal, Instrumental, Other","Music that's driving forward","NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","N/A",NA,"Music distracts me from the task, I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It keeps me stay alerted on task","Keeps the mood up",NA,2,1,1,2,1,4,1,2,29,"Non-binary",NA,1.75,"Introvert",5,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,2,94.5
72,"29/10/2024 02:33:05","I agree to participate",NA,1,4,3,"NA","Vocal, Instrumental","Vocal, Instrumental","Not applicable",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It has neutral effect",NA,NA,3,2,4,4,2,1,2,2,25,"Female",NA,2.5,"Introvert",6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,94.5
73,"29/10/2024 02:39:05","I agree to participate",NA,1,1,4,"Social & Group Activities","Not applicable","Vocal, Instrumental","Not applicable","N/A","NA","Not applicable","To mask other background noise, To set me into the right mood","For distraction","Distraction & Avoiding Silence","Music distracts me from the task","I do not avoid","N/A",NA,NA,"It keeps me stay alerted on task","I don't like listening to music while working because it doesn't let me concentrate fully to do my job.","Task-Specific Effects: Focus & Concentration",2,2,2,2,1,3,2,2,33,"Female",NA,2,"Introvert",5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,NA,NA,NA,1,0,0,0,1,0,0,0,6.5
